"","Poa_tri","Poa_pra","Alo_pra","Dac_glo","Tri_rep","Tar_off","Lol_per","Arr_ela","Fes_rub","Fes_pra","Tri_fla","Ely_rep","Tri_pra","Bro_ere","Ran_rep","Bro_hor","Ran_acr","Pla_lan","Ach_mil","Gal_mol","Her_sph","Ant_syl","Hol_lan","Hel_pub","Ant_odo","Bra_pin","Car_hir","Ver_cha","Rum_ace","Fes_ovi","Phl_pra","Pha_aru","Des_ces","Agr_sto","Cyn_cri","Cir_ole","Cer_hol","Pla_med","Cre_bie","Urt_dio","Thy_pul","Lol_mul","Cir_arv","Lot_cor","Ran_bul","Tri_dub","Med_lup","Leo_his","Car_car","Vic_sep","Pru_sp"
"Poa_tri",0.0589677056606436,0.0595610419682971,0.0539408424734556,0.0626127273571401,0.056839787472921,0.0647571059119201,0.0601389396715531,0.0645236591568814,0.0891648079727931,0.0737689325813583,0.0857190078056921,0.0743777575136961,0.129700939291614,0.109647991399782,0.119335587375922,0.097906401649385,0.17148714686048,0.196196180072656,0.140063286744087,0.171712019235979,0.174267041292162,0.160118846753398,0.125479054169167,0.166363131240334,0.145798350543231,0.239123156769535,0.22710569330303,0.207225938791813,0.251600582248176,0.197566786680395,0.273027248974616,0.181742400036739,0.422854285758785,0.162676084384302,0.355396226732228,0.306035332670962,0.571818748735948,0.297058759586146,0.201147139488402,0.187843181033202,0.380864211203391,0.137474889460288,0.319379699805168,0.421080835470287,0.468960029674873,0.334119895100837,0.256748421082262,0.383306954414776,0.225054069129104,0.538255542069767,0.423560683987077
"Poa_pra",0.0596781848111931,0.0593061553868859,0.0551854083768324,0.0623123860274101,0.0570473422019309,0.0662299266434565,0.0600184276539182,0.0632140884584493,0.0910815123601959,0.0730906797266014,0.0839310435830459,0.0735823842772524,0.124993659415336,0.108975793424176,0.122431922682936,0.0994303107196264,0.166963207492365,0.196687281685076,0.132567125328532,0.180564524001281,0.179215875755274,0.166486476960473,0.128274264320638,0.175379602226117,0.143248591174328,0.229564534591133,0.206775408103194,0.220848595805264,0.241964280450997,0.220291995303673,0.267863359899134,0.191514603463409,0.451827368785918,0.162047895877401,0.343376402946321,0.329353619643975,0.572088629397847,0.304074398020261,0.197084161791673,0.165113054439673,0.35752827733642,0.132966633471999,0.301659119700095,0.406338714728293,0.459148463924646,0.33090200055144,0.242408480110908,0.365970626596575,0.249003571520312,0.538270150397997,0.439533865655355
"Alo_pra",0.0532664572882397,0.0541054054596868,0.0489800365012936,0.0561727934229556,0.050980412048543,0.0594271513839734,0.0546355167379545,0.0577195445706442,0.081688861595447,0.0671791660325002,0.0778656990705528,0.0663029177559985,0.113871660060692,0.10355433109325,0.107917332466,0.0866512101386847,0.153496752524897,0.174434891957353,0.125054499133744,0.160532067008327,0.157352256997455,0.14481825925828,0.110875789662904,0.162211472684906,0.129974358172064,0.210089767893057,0.201279163428815,0.201835364742555,0.21760799140064,0.177415643294797,0.235383882542168,0.170204326741121,0.411245436273638,0.150924001920718,0.320784639391572,0.282291195469012,0.525787828019106,0.269727431388071,0.175517280308326,0.160525510671512,0.337848892442204,0.119464119266268,0.277416686871444,0.374006335007951,0.415351743776866,0.291632921313162,0.221979754765179,0.334497391381793,0.245941169114382,0.489358078917066,0.400718105035246
"Dac_glo",0.0507181184023451,0.0509078150772291,0.046021136669783,0.0538822918786806,0.0490530363298026,0.0550926014060878,0.0513725283332524,0.05564039567711,0.075774246320771,0.0630778408830266,0.073123988206421,0.0643835314494128,0.11286540956372,0.0903954706418128,0.102325272135122,0.0848075806395348,0.146938343043207,0.169347443240447,0.11966004514119,0.143453378849846,0.148395086376287,0.136644886377091,0.108919409124804,0.135437378353363,0.125504754635347,0.207697040790014,0.194454550736746,0.169268488036812,0.220553467058536,0.170004526384949,0.24130734756412,0.152681262434034,0.344654333240209,0.136582217256015,0.30159291051976,0.260563010745073,0.495004021445031,0.253189938669446,0.176728003610281,0.165802322194661,0.329827426353504,0.1200799788941,0.27987065404857,0.362667295383934,0.403283463210491,0.292562337807879,0.224468783435627,0.334769241481233,0.177883825819334,0.458159735070861,0.355421921055637
"Tri_rep",0.0572778815457386,0.0577956960626767,0.0521100322598651,0.0609861815499224,0.0553426462526235,0.0624233697765287,0.0583012557106151,0.0630169068298115,0.0860480838471598,0.0715222515183099,0.0832864660455731,0.0726004421158632,0.127419463994256,0.104545198056755,0.115619450061606,0.0955296555403415,0.16699325150393,0.190976814354288,0.136501751534312,0.163387197950691,0.167813880696156,0.154551463797989,0.122427584069807,0.156517584556902,0.142282995737798,0.234609750044879,0.22301966676998,0.194844371427244,0.247997710326023,0.189625178156207,0.269381223857943,0.173505149096677,0.397619098844485,0.15633772927778,0.344751879505308,0.293264846742327,0.557431353514481,0.287013642913879,0.197763992769873,0.188135646373933,0.373961750296532,0.135178242747641,0.315441930308982,0.411598061530167,0.457011821942922,0.328350763583071,0.253757053072383,0.379384151552258,0.20739144471475,0.519346116454594,0.406031228710082
"Tar_off",0.0492291208442665,0.0497433981584135,0.0450550700706845,0.0522623936271212,0.0474393320246754,0.0541123529711298,0.0502269403768921,0.0538455871352047,0.0745071800730364,0.0616148501163554,0.0715959755363499,0.0620592650454069,0.108156251625231,0.0918034577233,0.0996565137561533,0.0816784946731192,0.143171255653366,0.163735330543518,0.116932623773623,0.143690778465125,0.145585750181807,0.133751897278631,0.104679148618289,0.139492198506598,0.12168741477503,0.199423000201244,0.189527466846553,0.173721078907968,0.209681453770347,0.164987977210958,0.227461537037338,0.152041474330801,0.354491822492858,0.136044944880582,0.296889001806581,0.255803193222992,0.477343657883082,0.248169899237414,0.167652861044892,0.156415627165822,0.317728029788041,0.114598458454184,0.266186583699078,0.351399596705303,0.391385468609017,0.27853307930614,0.213975645504703,0.319517287684516,0.189341805319058,0.449706661611247,0.354377929309778
"Lol_per",0.0526024104226079,0.0525871760775144,0.0485396245509367,0.055185039513282,0.0503801258010917,0.058313703779294,0.0532059886956676,0.0563076096203899,0.0800441152023312,0.065013013599659,0.0748548091793586,0.0653626624132455,0.111851255889019,0.097096954304548,0.107357540115477,0.087297015398636,0.149159444065172,0.173933968956947,0.119693843978637,0.157811440015363,0.157698515238224,0.145272954492711,0.112312997966497,0.153364812485458,0.127332622406405,0.205962287927578,0.188667268609836,0.19292754509573,0.2164124591559,0.187668039032376,0.237945826651872,0.16695151469617,0.393445023701958,0.144083637120587,0.307691343601239,0.284705955682182,0.506190667664369,0.266808651289335,0.175569024216609,0.151995570078338,0.323464141481205,0.118842616806396,0.271670109297376,0.363723412589703,0.409321085136228,0.292861737495081,0.218004750637699,0.326753372093118,0.215530951251355,0.478286392324491,0.384315400900582
"Arr_ela",0.0493908051559582,0.0504235128597326,0.0451615318243868,0.0526726450938599,0.0476209146479804,0.0545680133995962,0.0508049566172385,0.0543379990466991,0.0754648383882212,0.0624862081821267,0.0730569810067715,0.0622145074358175,0.108799289744307,0.095486428422592,0.0999975722851332,0.0813635888775631,0.145406448761537,0.163833218266357,0.119570590105988,0.14573121774321,0.145358379750681,0.13408904087907,0.104062954368405,0.145137822675973,0.123174183629798,0.200420890747694,0.196345295843441,0.178387323736687,0.209609871378548,0.160849714170988,0.22527753411509,0.154290996402226,0.365436843796278,0.139687599513213,0.304592507270638,0.255224627685998,0.483482962089343,0.250789304309644,0.16620902217124,0.159784638910897,0.323477563450926,0.114482674156561,0.267662652387154,0.356629404076717,0.394522243033634,0.277287901111828,0.215635319648401,0.324768781899456,0.202614760171301,0.454222147237326,0.364084144556606
"Fes_rub",0.0379018274048716,0.0382189053438016,0.0341462519494444,0.0405229625348274,0.0367304972399307,0.0408564451730899,0.0384529362137598,0.04203481253425,0.0564244005217842,0.0471943401405418,0.0552618281605929,0.0483244232290677,0.0856434073191019,0.0673332149092824,0.0763299970344119,0.0635862465506138,0.110899719372238,0.126573153133102,0.0903766857680612,0.104739969540787,0.109259310078857,0.101261289797698,0.081557209682316,0.0991728160295306,0.0949071405450805,0.157146122781755,0.149680453053213,0.123251352990589,0.167079429071764,0.122685279981746,0.181991962026485,0.111984492796058,0.251310544120605,0.101941357300035,0.227336130067195,0.190098743270972,0.372326411162892,0.188487589161575,0.132877523053939,0.130655443220931,0.251557303243739,0.0907339730405565,0.213803629430951,0.274854191662269,0.303008270537615,0.220946652911724,0.17217642288958,0.259853032453828,0.129152496457703,0.339240491981153,0.265475971985482
"Fes_pra",0.0422036318320117,0.041882790010843,0.0390678117867846,0.0438526937126311,0.0401739981793834,0.046927664718663,0.0423810171291298,0.0444280555489206,0.06467258448786,0.0515049908352182,0.0591085751125172,0.0516266435019917,0.0870841472337812,0.0775565185597054,0.0868851306414252,0.0700653375372164,0.116924678940817,0.138029920056751,0.092208273637385,0.128502899059726,0.126397256832833,0.118195222163643,0.0905717957542082,0.12670400015213,0.100667267007732,0.159839337098801,0.143266676700883,0.159864025721176,0.167750376849045,0.156698558473015,0.185886071180186,0.136663335637377,0.327579799249125,0.11473980317477,0.240333948938635,0.235118613657764,0.404135900640615,0.215213247070549,0.137285114213484,0.113369915244456,0.248201204656532,0.0923951454769483,0.209314234531247,0.283848425103496,0.320392160523926,0.231584573520578,0.168088313703631,0.255674959966443,0.187493651660606,0.377915134529128,0.31700399999575
