"","Poa_tri","Poa_pra","Alo_pra","Dac_glo","Tri_rep","Tar_off","Lol_per","Arr_ela","Fes_rub","Fes_pra","Tri_fla","Ely_rep","Tri_pra","Bro_ere","Ran_rep","Bro_hor","Ran_acr","Pla_lan","Ach_mil","Gal_mol","Her_sph","Ant_syl","Hol_lan","Hel_pub","Ant_odo","Bra_pin","Car_hir","Ver_cha","Rum_ace","Fes_ovi","Phl_pra","Pha_aru","Des_ces","Agr_sto","Cyn_cri","Cir_ole","Cer_hol","Pla_med","Cre_bie","Urt_dio","Thy_pul","Lol_mul","Cir_arv","Lot_cor","Ran_bul","Tri_dub","Med_lup","Leo_his","Car_car","Vic_sep","Pru_sp"
"Poa_tri",-0.88073165922137,-0.0265441726390702,0.076216041210065,0.101295465143258,0.0496533850255091,-0.145465021313175,-0.21366016486803,-0.18901948632812,-0.093948254183261,-0.0784874082129697,-0.310947577365308,0.0377645041655474,0.23835711184104,-0.0649236827069126,-0.081726843650749,-0.190315412267666,0.182581743408664,-0.294241170863315,-0.0715038303848736,0.178335100496343,0.443952111032516,-0.844272396189528,-0.129802131358214,-0.153314379526545,-0.341880615805982,-0.119679694329316,-1.20182342875419,0.210668381089711,-0.249745701171366,0.223198527181468,-0.0752902953026124,0.858642010631416,0.568322878932754,0.707249956206921,0.17591785987727,1.74660386849598,2.81017265363417,-0.339287626062311,0.309841535837607,0.299440306952234,-0.357220307845289,-0.286719367819146,-1.28335705902316,-0.018561936591151,-0.19428895671448,0.316677026362256,-0.169865262504152,0.0119750084044086,-0.349914326805217,0.250788715910396,-0.167548382868106
"Poa_pra",0.147907719685596,-0.703791585155949,0.0887170782097418,-0.0189932910658851,0.0654376437447001,0.244624640790655,0.185130482982205,0.0755546886289546,0.108034540638357,0.268491059609362,0.114930247478751,0.133032889471883,0.348889070047852,0.0834485580658345,0.0735317395444066,0.139474324947111,0.0880127415942867,0.633224149126104,-0.0128285814735952,0.260972897813985,-0.0398407126099748,-0.0274419561994409,0.41221993389821,0.168161675649958,0.350580346720306,0.141041257705737,0.386949927248103,-0.484541692773127,-0.0836448303868801,-0.0911411106259395,0.0928431920741351,0.688155442124635,0.0279761181710996,-0.381043043658338,-0.305131582878586,-0.940708258404384,-0.831890119571729,0.0835429418993077,0.0609902427095393,-0.0259641965914218,0.452162789285687,-0.318421316463834,1.33163734003958,-0.61003069552396,0.194748573290823,-0.122089862297582,0.0449822312647217,0.13177269468764,0.530115028363151,-0.302027123263149,0.216630491728891
"Alo_pra",0.0840046481002724,-0.0600603203816713,-0.620537784989159,0.0314605044350444,0.0296282439895896,0.052607840391046,0.0328162152486213,0.0557632657181755,0.0330123671914932,-0.0700323872118641,0.194720454242564,0.11589178912834,-0.163488313523692,-0.0465127538712454,0.285794451858195,0.13016259896474,0.397183851761406,0.231636775590996,0.122542361465564,-0.0834989689690377,-0.7564972259776,-0.0522600782533403,-0.271788488647746,-0.11840317686469,0.0803729209013575,0.0232083811802975,-0.0178227365571598,0.582933623498195,0.313005315987995,0.0518708872056597,-0.0111470095663938,0.21951346742296,-0.597776890146846,-0.178383639954769,-0.424747740610372,0.12357853830394,-0.605093918299358,-0.283979839466894,0.292216584349393,0.137440060970555,-0.173329157735443,0.0475864125185633,-0.57181058730743,-0.246098675733367,-0.0744926082290598,-0.605059758655059,0.168973989142995,0.00181579627713689,0.0682896795111502,-0.683304328996082,-0.0553326574861124
"Dac_glo",-0.0258384528713874,-0.0388491359294596,0.0558549928698191,-0.248831288638533,0.155921013865227,0.06845105814046,0.0499662474863748,0.0912833591066155,-0.148168401084414,0.0406893371779119,-0.453914268535568,-0.0398272930287428,-0.0117984570601409,0.0647011090533201,0.00914844776427421,0.392246432209707,-0.0403555826531083,-0.461914925850137,-0.123451611974481,0.450853744813937,0.302721923864461,-0.403573636866268,0.0896293656436295,0.286097142699925,0.132989644124373,-0.0758328939846187,0.456923592555265,0.0995421195652514,-0.280946661391773,0.212481174760802,0.0676792837090774,-0.00650473047649325,0.380476643951212,-0.0632608106740548,-1.63847640378919,0.155901741478276,0.670867722233755,0.687322381049146,0.730862468536507,-0.151140172392968,0.12328863482277,0.225233314553429,0.228006128465131,0.217075268622922,-0.724166156181861,-0.0574409398636082,-0.00570525149960615,0.00998069563176529,0.156916464875761,0.328868931301712,0.123331917012342
"Tri_rep",0.0118830479138365,0.155367708572974,0.0472910684648695,0.0815886874772007,-0.703962603578693,0.183571109845065,0.296772804175705,0.0625306413411338,0.130478186978844,0.0844566881962718,0.217884900297647,-0.0354593534165907,-0.194135701164224,0.0973169132947419,0.166704112486806,0.0611622302573475,0.472072462262828,0.547221360616972,0.113421546995447,-0.0765758041673801,0.128506762696729,0.0550301375775872,-0.0281928348336354,-0.0825176197501975,0.193227521750195,0.14726346326218,-0.0995234661395643,0.0411699022242801,0.109205627171117,0.00227546092474959,0.142057190808374,-0.572323417738549,0.0181538474655416,0.19131767152099,1.40017405193665,0.101673081543674,-2.64781897988243,-0.049875992291773,-0.0255314723319712,-0.0960427543144112,-0.0361562232809073,0.372926147048109,-0.259024982443205,0.243313935387083,1.06716858974864,-0.0889291704621811,-0.351316447509289,0.090790375308857,0.388751436864915,0.00681625539487298,0.156105087786316
"Tar_off",0.0268397086652879,0.0484652229707807,0.102002798289422,0.164090572792038,0.253820850304667,-0.760413156604248,0.148675919081295,0.0131801505207725,-0.0572854290619869,0.244460005286212,0.122681594592613,0.0493006780087925,0.229586610587702,0.0898619880762804,0.0756744929276591,0.212607307281597,-0.214717325302837,0.252538927851486,0.27922484258282,0.0648790453436835,-0.0328813311181713,0.265486374013144,0.0309244079812424,0.160984895104484,0.216294051423403,0.200149379291021,-0.102120038093761,0.141372626642309,-0.209255502914997,0.0511166313897775,-0.0848586842157131,-0.586095471306521,0.0136893003419732,0.395555014686387,-0.118383518544779,0.275396614594161,-0.17292949412305,-0.0572520888633399,-0.538362839711905,-0.101189835942784,0.14360775619085,0.064138257693729,-0.691446796105122,-0.211637760477198,0.925413599668099,0.669168414217135,0.2469098613416,-0.270262691396795,-0.665137625264483,-0.456008451597588,-0.0389172908072547
"Lol_per",-0.0329665686486724,-0.0624301183494026,0.0297047428089151,0.137090794061888,-0.0191085431086614,0.183305504337022,-0.45643471397827,-0.0211234511217263,0.026834788293708,-0.000200686753581796,0.0441937863032963,-0.167397023618351,0.0706514787034316,0.0436424005188836,-0.0224918648884207,0.0697252395267457,-0.025029247385614,-0.186955281479263,0.241951531575763,-0.0767432073824921,0.384042569492257,-0.0431091856883819,0.091039514781293,0.083817890774247,0.0901999062297394,-0.0578748851670954,0.316506372440824,0.13868735481334,0.0213124585252266,0.251676635025641,0.102395259359349,-0.251345091127422,0.488062438800596,-0.446427207327692,0.145559195293385,-0.188106837648906,-0.288495598606903,0.139768066744532,-0.0139661463665544,-0.0611392374582661,0.098370701409041,0.250758002377532,0.633654602269162,-0.326060597053006,-0.767879394054628,-0.385225827983419,0.375152970937958,0.0712317163397331,0.662327725527066,0.388709904087891,0.235473726876621
"Arr_ela",-0.00206340040216874,0.0630728984926066,0.0275138287274287,-0.073446303999198,-0.0417668901243749,-0.0284577226698374,-0.0873409219875223,-0.311020076611858,-0.033929260761921,-0.0591474052535024,0.0298976369092702,-0.0841370119253766,-0.434436022772033,0.0188945099157329,-0.0690055932998288,-0.118217391233144,0.682377355879735,0.335338954966696,0.140867906823588,-0.2159020939625,0.140649927775046,0.237460639576615,0.11370197599173,-0.164141134692781,-0.194294914643939,-0.0780195569833095,-0.101593688210432,0.210401068831269,1.01394064372806,-0.293649957102597,-0.0230071577607085,-0.44160140686967,0.160666098886663,-0.216479262138462,-0.36170070560199,-0.480883695256274,0.657778675073124,-0.139628504159847,-0.201791603772278,-0.138118763392772,-0.10991636235469,-0.161960327788833,0.255913918059009,-0.474344837799539,0.903100336390315,-0.358851011385967,-0.140767685439937,-0.0386535031356584,-1.68669486402765,0.0268368711136525,0.0920709335039692
"Fes_rub",0.0044086355220995,0.0203535180523535,0.00328987531646901,0.0239696975960667,-0.0443090060191882,-0.0257339147665397,0.000982534883132899,0.00769291296778062,-0.225355976671059,0.0674401535338811,0.114359371230514,-0.0265629087613664,0.190448698243865,0.0204079467831937,-0.0127978558603088,0.0594345400225708,0.123477701112264,0.405681947069605,-0.0900020406202949,-0.0282227776444663,-0.0592218000480512,0.0210762240460056,-0.0135104821084545,0.248579173514216,0.0711514644118517,0.163854998805169,0.120522536964045,0.0555739271913237,0.0366973210877063,0.563830130972178,-0.459551691818553,0.258542037064679,0.216118425620332,-0.0861147643074041,0.510193048111684,0.147919217390134,0.196319496895411,0.2633197831744,-0.0337458273681958,-0.314327858731578,-0.0661931965062412,0.00270175993013624,0.0819552621093335,-0.126732146060436,0.15855573809634,0.0381707312094754,0.0958232795042646,-0.0909977626904908,0.121081020024359,1.36657138483057,0.0425848104065696
"Fes_pra",0.107872432514965,0.168578663467621,0.0347560912728109,0.167802233898821,0.0670458448396594,0.112327148145038,0.0436140699991757,-0.0298827626261821,0.0763201980207024,-1.10528734488689,0.132106251993505,0.00557099009077406,0.14667808262989,0.0479609222791694,0.0880387617200289,0.154391389595924,0.29131228796989,0.19276766865404,0.101958953773028,0.342302046048194,-0.0630414644865248,0.263535143045527,0.124519544544677,0.124417676516457,0.100597252426008,0.0660308871951968,0.427634574186949,0.167275232860578,-0.0147918585806517,0.093251391559843,0.326540386141048,-0.00301696672821906,1.00096960610901,0.0470713996055143,0.0540317603824961,0.252109840481252,-0.0371257561439099,0.26021943242217,0.0529019600966302,0.0447002393403233,0.206793300904259,0.78661126904935,0.12607753013229,-0.183167895916524,0.203764217814399,0.209972751078673,-0.0986857144442485,0.0700223161002962,0.324046031886037,0.472393377542759,-0.110823478541795
"Tri_fla",0.0561930977408055,0.11074846735604,-0.018785087466316,-0.179834515765901,0.035322738147148,0.0494296361843736,0.0273650867258458,-0.00972837433546818,0.102603887973908,0.0653237919591649,-0.614371300023396,0.0372460689589402,-0.00667877807169054,0.0154379861323223,-0.0327541813265647,0.117142911572148,-0.063274234415862,0.224587558682185,0.270396381044804,-0.0314000531872367,-0.000537514773263792,0.155648573563362,0.0710256512123034,-0.0805261502288851,0.0995858103157432,0.0915351074158898,-0.0242709136577042,0.0482871442773328,0.142372211093647,-0.0895374157889865,0.0237189240335597,0.0382222812103879,-0.0447184509163841,-0.0883068964701805,-0.242310233930226,0.0520176248198561,0.101885429481133,-0.737722685738286,0.249983098811166,-0.00662242520479989,-0.0169862568422356,-0.0988677878285727,-0.175727618177113,-0.185269148934489,0.222795113411755,0.00557817295638088,-0.117725454392148,0.0709508291710334,0.621991349029302,-0.188751157765656,-0.203057010902199
